Word;Negative;Positive;Uncertainty;Litigious;Strong_Modal;Weak_Modal;Constraining;Complexity;Syllables
COMPLAINS;1;0;0;0;0;0;0;0;2
COMPLAINT;1;0;0;0;0;0;0;0;2
COMPLAINTS;1;0;0;0;0;0;0;0;2
COMPLEX;0;0;0;0;0;0;0;1;2
COMPLICATE;1;0;0;0;0;0;0;0;3
COMPLICATED;1;0;0;0;0;0;0;0;4
COMPLICATES;1;0;0;0;0;0;0;0;3
COMPLICATING;1;0;0;0;0;0;0;0;4
COMPLICATION;1;0;0;0;0;0;0;0;4
COMPLICATIONS;1;0;0;0;0;0;0;0;4
COMPLIMENT;0;1;0;0;0;0;0;0;3
COMPLIMENTARY;0;1;0;0;0;0;0;0;5
COMPLIMENTED;0;1;0;0;0;0;0;0;4
COMPLIMENTING;0;1;0;0;0;0;0;0;4
COMPLIMENTS;0;1;0;0;0;0;0;0;3
COMPLY;0;0;0;0;0;0;1;0;2
COMPULSION;1;0;0;0;0;0;1;0;3
COMPULSORY;0;0;0;0;0;0;1;0;4
CONCEALED;1;0;0;0;0;0;0;0;2
CONCEALING;1;0;0;0;0;0;0;0;3
CONCEDE;1;0;0;0;0;0;0;0;2
CONCEDED;1;0;0;0;0;0;0;0;3
CONCEDES;1;0;0;0;0;0;0;0;2
CONCEDING;1;0;0;0;0;0;0;0;3
CONCEIVABLE;0;0;1;0;0;1;0;0;4
CONCEIVABLY;0;0;1;0;0;0;0;0;4
CONCERN;1;0;0;0;0;0;0;0;2
CONCERNED;1;0;0;0;0;0;0;0;2
CONCERNS;1;0;0;0;0;0;0;0;2
CONCILIATING;1;0;0;0;0;0;0;0;5
CONCILIATION;1;0;0;0;0;0;0;0;5
CONCILIATIONS;1;0;0;0;0;0;0;0;5
CONCLUSIVE;0;1;0;0;0;0;0;0;3
CONCLUSIVELY;0;1;0;0;0;0;0;0;4
CONDEMN;1;0;0;0;0;0;0;0;2
CONDEMNATION;1;0;0;0;0;0;0;0;4
CONDEMNATIONS;1;0;0;0;0;0;0;0;4
CONDEMNED;1;0;0;0;0;0;0;0;2
CONDEMNING;1;0;0;0;0;0;0;0;3
CONDEMNOR;0;0;0;1;0;0;0;0;3
CONDEMNS;1;0;0;0;0;0;0;0;2
CONDITIONAL;0;0;1;0;0;0;0;0;4
CONDITIONALLY;0;0;1;0;0;0;0;0;5
CONDONE;1;0;0;0;0;0;0;0;2
CONDONED;1;0;0;0;0;0;0;0;2
CONDUCIVE;0;1;0;0;0;0;0;0;3
CONFESS;1;0;0;0;0;0;0;0;2
CONFESSED;1;0;0;0;0;0;0;0;2
CONFESSES;1;0;0;0;0;0;0;0;3
CONFESSING;1;0;0;0;0;0;0;0;3
CONFESSION;1;0;0;0;0;0;0;0;3
CONFIDENT;0;1;0;0;0;0;0;0;3
CONFINE;1;0;0;0;0;0;1;0;2
CONFINED;1;0;0;0;0;0;1;0;2
CONFINEMENT;1;0;0;0;0;0;1;0;3
CONFINEMENTS;1;0;0;0;0;0;0;0;3
CONFINES;1;0;0;0;0;0;1;0;2
CONFINING;1;0;0;0;0;0;1;0;3
CONFISCATE;1;0;0;0;0;0;0;0;3
CONFISCATED;1;0;0;0;0;0;0;0;4
CONFISCATES;1;0;0;0;0;0;0;0;3
CONFISCATING;1;0;0;0;0;0;0;0;4
CONFISCATION;1;0;0;0;0;0;0;0;4
CONFISCATIONS;1;0;0;0;0;0;0;0;4
CONFISCATORY;0;0;0;1;0;0;0;0;5
CONFLICT;1;0;0;0;0;0;0;0;2
CONFLICTED;1;0;0;0;0;0;0;0;3
CONFLICTING;1;0;0;0;0;0;0;0;3
CONFLICTS;1;0;0;0;0;0;0;0;2
CONFRONT;1;0;0;0;0;0;0;0;2
CONFRONTATION;1;0;0;0;0;0;0;0;4
CONFRONTATIONAL;1;0;0;0;0;0;0;0;5
CONFRONTATIONS;1;0;0;0;0;0;0;0;4
CONFRONTED;1;0;0;0;0;0;0;0;3
CONFRONTING;1;0;0;0;0;0;0;0;3
CONFRONTS;1;0;0;0;0;0;0;0;2
CONFUSE;1;0;0;0;0;0;0;0;2
CONFUSED;1;0;0;0;0;0;0;0;2
CONFUSES;1;0;1;0;0;0;0;0;3
CONFUSING;1;0;1;0;0;0;0;0;3
CONFUSINGLY;1;0;1;0;0;0;0;0;4
CONFUSION;1;0;1;0;0;0;0;0;3
CONSENT;0;0;0;1;0;0;0;0;2
CONSENTED;0;0;0;1;0;0;0;0;3
CONSENTING;0;0;0;1;0;0;0;0;3
CONSENTS;0;0;0;1;0;0;0;0;2
CONSERVATORSHIPS;0;0;0;1;0;0;0;0;5
CONSPIRACIES;1;0;0;0;0;0;0;0;4
CONSPIRACY;1;0;0;0;0;0;0;0;4
CONSPIRATOR;1;0;0;0;0;0;0;0;4
CONSPIRATORIAL;1;0;0;0;0;0;0;0;6
CONSPIRATORS;1;0;0;0;0;0;0;0;4
CONSPIRE;1;0;0;0;0;0;0;0;2
CONSPIRED;1;0;0;0;0;0;0;0;2
CONSPIRES;1;0;0;0;0;0;0;0;2
CONSPIRING;1;0;0;0;0;0;0;0;3
CONSTITUTION;0;0;0;1;0;0;0;0;4
CONSTITUTIONAL;0;0;0;1;0;0;0;0;5
CONSTITUTIONALITY;0;0;0;1;0;0;0;0;7
CONSTITUTIONALLY;0;0;0;1;0;0;0;0;6
CONSTITUTIONS;0;0;0;1;0;0;0;0;4
CONSTITUTIVE;0;0;0;1;0;0;0;0;4
CONSTRAIN;0;0;0;0;0;0;1;0;2
CONSTRAINED;0;0;0;0;0;0;1;0;2
CONSTRAINING;0;0;0;0;0;0;1;0;3
CONSTRAINS;0;0;0;0;0;0;1;0;2
CONSTRAINT;0;0;0;0;0;0;1;0;2
CONSTRAINTS;0;0;0;0;0;0;1;0;2
CONSTRUCTIVE;0;1;0;0;0;0;0;0;3
CONSTRUCTIVELY;0;1;0;0;0;0;0;0;4
CONSTRUE;0;0;0;1;0;0;0;0;2
CONSTRUED;0;0;0;1;0;0;0;0;2
CONSTRUES;0;0;0;1;0;0;0;0;2
CONSTRUING;0;0;0;1;0;0;0;0;3
CONTEMPT;1;0;0;0;0;0;0;0;2
CONTEND;1;0;0;0;0;0;0;0;2
CONTENDED;1;0;0;0;0;0;0;0;3
CONTENDING;1;0;0;0;0;0;0;0;3
CONTENDS;1;0;0;0;0;0;0;0;2
CONTENTION;1;0;0;0;0;0;0;0;3
CONTENTIONS;1;0;0;0;0;0;0;0;3
CONTENTIOUS;1;0;0;0;0;0;0;0;3
CONTENTIOUSLY;1;0;0;0;0;0;0;0;4
CONTESTABILITY;0;0;0;1;0;0;0;0;0
CONTESTATION;0;0;0;1;0;0;0;0;4
CONTESTED;1;0;0;0;0;0;0;0;3
CONTESTING;1;0;0;0;0;0;0;0;3
CONTINGENCIES;0;0;1;0;0;0;0;0;4
CONTINGENCY;0;0;1;0;0;0;0;0;4
CONTINGENT;0;0;1;0;0;0;0;0;3
CONTINGENTLY;0;0;1;0;0;0;0;0;4
CONTINGENTS;0;0;1;0;0;0;0;0;3
CONTRACT;0;0;0;1;0;0;0;0;2
CONTRACTED;0;0;0;1;0;0;0;0;3
CONTRACTHOLDER;0;0;0;1;0;0;0;0;4
CONTRACTHOLDERS;0;0;0;1;0;0;0;0;4
CONTRACTIBLE;0;0;0;1;0;0;0;0;4
CONTRACTILE;0;0;0;1;0;0;0;0;3
CONTRACTING;0;0;0;1;0;0;0;0;3
CONTRACTION;1;0;0;0;0;0;0;0;3
CONTRACTIONS;1;0;0;0;0;0;0;0;3
CONTRACTS;0;0;0;1;0;0;0;0;2
CONTRACTUAL;0;0;0;1;0;0;0;0;4
CONTRACTUALLY;0;0;0;1;0;0;0;0;4
CONTRADICT;1;0;0;0;0;0;0;0;3
CONTRADICTED;1;0;0;0;0;0;0;0;4
CONTRADICTING;1;0;0;0;0;0;0;0;4
CONTRADICTION;1;0;0;0;0;0;0;0;4
CONTRADICTIONS;1;0;0;0;0;0;0;0;4
CONTRADICTORY;1;0;0;0;0;0;0;0;5
CONTRADICTS;1;0;0;0;0;0;0;0;3
CONTRARY;1;0;0;0;0;0;0;0;3
CONTRAVENE;0;0;0;1;0;0;0;0;3
CONTRAVENED;0;0;0;1;0;0;0;0;3
CONTRAVENES;0;0;0;1;0;0;0;0;3
CONTRAVENING;0;0;0;1;0;0;0;0;4
CONTRAVENTION;0;0;0;1;0;0;0;0;4
CONTRAVENTIONS;0;0;0;1;0;0;0;0;4
CONTROVERSIAL;1;0;0;0;0;0;0;0;4
CONTROVERSIES;1;0;0;0;0;0;0;0;4
CONTROVERSY;1;0;0;0;0;0;0;0;4
CONTROVERT;0;0;0;1;0;0;0;0;3
CONTROVERTED;0;0;0;1;0;0;0;0;4
CONTROVERTING;0;0;0;1;0;0;0;0;4
CONVENIENS;0;0;0;1;0;0;0;0;3
CONVERTIBLE;0;0;0;0;0;0;0;1;4
CONVEYANCE;0;0;0;1;0;0;0;0;3
CONVEYANCES;0;0;0;1;0;0;0;0;4
CONVICT;1;0;0;1;0;0;0;0;2
CONVICTED;1;0;0;1;0;0;0;0;3
CONVICTING;1;0;0;1;0;0;0;0;3
CONVICTION;1;0;0;1;0;0;0;0;3
CONVICTIONS;1;0;0;1;0;0;0;0;3
CORRECTED;1;0;0;0;0;0;0;0;3
CORRECTING;1;0;0;0;0;0;0;0;3
CORRECTION;1;0;0;0;0;0;0;0;3
CORRECTIONS;1;0;0;0;0;0;0;0;3
CORRECTS;1;0;0;0;0;0;0;0;2
CORRUPT;1;0;0;0;0;0;0;0;2
CORRUPTED;1;0;0;0;0;0;0;0;3
CORRUPTING;1;0;0;0;0;0;0;0;3
CORRUPTION;1;0;0;0;0;0;0;0;3
CORRUPTIONS;1;0;0;0;0;0;0;0;3
CORRUPTLY;1;0;0;0;0;0;0;0;3
CORRUPTNESS;1;0;0;0;0;0;0;0;3
COSTLY;1;0;0;0;0;0;0;0;2
COTERMINOUS;0;0;0;1;0;0;0;0;4
COULD;0;0;1;0;0;1;0;0;1
COUNSEL;0;0;0;1;0;0;0;0;2
COUNSELED;0;0;0;1;0;0;0;0;2
COUNSELLED;0;0;0;1;0;0;0;0;2
COUNSELS;0;0;0;1;0;0;0;0;2
COUNTERCLAIM;1;0;0;0;0;0;0;0;3
COUNTERCLAIMED;1;0;0;0;0;0;0;0;3
COUNTERCLAIMING;1;0;0;0;0;0;0;0;4
COUNTERCLAIMS;1;0;0;0;0;0;0;0;3
COUNTERFEIT;1;0;0;0;0;0;0;0;3
COUNTERFEITED;1;0;0;0;0;0;0;0;4
COUNTERFEITER;1;0;0;0;0;0;0;0;4
COUNTERFEITERS;1;0;0;0;0;0;0;0;4
COUNTERFEITING;1;0;0;0;0;0;0;0;4
COUNTERFEITS;1;0;0;0;0;0;0;0;3
COUNTERMEASURE;1;0;0;0;0;0;0;0;4
COUNTERMEASURES;1;0;0;0;0;0;0;0;4
COUNTERPARTIES;0;0;0;0;0;0;0;1;4
COUNTERPARTY;0;0;0;0;0;0;0;1;4
COUNTERSIGNOR;0;0;0;1;0;0;0;0;4
COUNTERSUED;0;0;0;1;0;0;0;0;3
COUNTERSUIT;0;0;0;1;0;0;0;0;3
COUNTERSUITS;0;0;0;1;0;0;0;0;0
COURT;0;0;0;1;0;0;0;0;1
COURTEOUS;0;1;0;0;0;0;0;0;3
COURTROOM;0;0;0;1;0;0;0;0;2
COURTS;0;0;0;1;0;0;0;0;1
COVENANT;0;0;0;0;0;0;1;1;3
COVENANTED;0;0;0;0;0;0;1;0;4
COVENANTING;0;0;0;0;0;0;1;0;4
COVENANTS;0;0;0;0;0;0;1;1;3
CREATIVE;0;1;0;0;0;0;0;0;3
CREATIVELY;0;1;0;0;0;0;0;0;4
CREATIVENESS;0;1;0;0;0;0;0;0;4
CREATIVITY;0;1;0;0;0;0;0;0;5
CRIME;1;0;0;1;0;0;0;0;1
CRIMES;1;0;0;1;0;0;0;0;1
CRIMINAL;1;0;0;1;0;0;0;0;3
CRIMINALITY;0;0;0;1;0;0;0;0;5
CRIMINALIZE;0;0;0;1;0;0;0;0;0
CRIMINALIZING;0;0;0;1;0;0;0;0;0
CRIMINALLY;1;0;0;1;0;0;0;0;4
CRIMINALS;1;0;0;1;0;0;0;0;3
CRISES;1;0;0;0;0;0;0;0;2
CRISIS;1;0;0;0;0;0;0;0;2
CRITICAL;-1;0;0;0;0;0;0;0;3
CRITICALLY;1;0;0;0;0;0;0;0;4
CRITICISM;1;0;0;0;0;0;0;0;4
CRITICISMS;1;0;0;0;0;0;0;0;4
CRITICIZE;1;0;0;0;0;0;0;0;3
CRITICIZED;1;0;0;0;0;0;0;0;3
CRITICIZES;1;0;0;0;0;0;0;0;4
CRITICIZING;1;0;0;0;0;0;0;0;4
CROSSCLAIM;0;0;0;1;0;0;0;0;2
CROSSCLAIMS;0;0;0;1;0;0;0;0;2
CROSSROAD;0;0;1;0;0;0;0;0;2
CROSSROADS;0;0;1;0;0;0;0;0;2
CRUCIAL;1;0;0;0;0;0;0;0;2
CRUCIALLY;1;0;0;0;0;0;0;0;3
CULPABILITY;1;0;0;0;0;0;0;0;5
CULPABLE;1;0;0;0;0;0;0;0;3
CULPABLY;1;0;0;0;0;0;0;0;3
CUMBERSOME;1;0;0;0;0;0;0;0;3
CURTAIL;1;0;0;0;0;0;0;0;2
CURTAILED;1;0;0;0;0;0;0;0;2
CURTAILING;1;0;0;0;0;0;0;0;3
CURTAILMENT;1;0;0;0;0;0;0;0;3
CURTAILMENTS;1;0;0;0;0;0;0;0;3
CURTAILS;1;0;0;0;0;0;0;0;2
CUT;1;0;0;0;0;0;0;0;1
CUTBACK;1;0;0;0;0;0;0;0;2
CUTBACKS;1;0;0;0;0;0;0;0;2
CYBERATTACK;1;0;0;0;0;0;0;0;0
CYBERATTACKS;1;0;0;0;0;0;0;0;0
CYBERBULLYING;1;0;0;0;0;0;0;0;0
CYBERCRIME;1;0;0;0;0;0;0;0;0
CYBERCRIMES;1;0;0;0;0;0;0;0;0
CYBERCRIMINAL;1;0;0;0;0;0;0;0;0
CYBERCRIMINALS;1;0;0;0;0;0;0;0;0
DAMAGE;1;0;0;0;0;0;0;0;2
DAMAGED;1;0;0;0;0;0;0;0;2
DAMAGES;1;0;0;0;0;0;0;0;3
DAMAGING;1;0;0;0;0;0;0;0;3
DAMPEN;1;0;0;0;0;0;0;0;2
DAMPENED;1;0;0;0;0;0;0;0;2
DANGER;1;0;0;0;0;0;0;0;2
DANGEROUS;1;0;0;0;0;0;0;0;3
DANGEROUSLY;1;0;0;0;0;0;0;0;4
DANGERS;1;0;0;0;0;0;0;0;2
DEADLOCK;1;0;0;0;0;0;0;0;2
DEADLOCKED;1;0;0;0;0;0;0;0;2
DEADLOCKING;1;0;0;0;0;0;0;0;3
DEADLOCKS;1;0;0;0;0;0;0;0;2
DEADWEIGHT;1;0;0;0;0;0;0;0;2
DEADWEIGHTS;1;0;0;0;0;0;0;0;2
DEBARMENT;1;0;0;0;0;0;0;0;3
DEBARMENTS;1;0;0;0;0;0;0;0;3
DEBARRED;1;0;0;0;0;0;0;0;2
DECEASED;1;0;0;0;0;0;0;0;2
DECEDENT;0;0;0;1;0;0;0;0;3
DECEDENTS;0;0;0;1;0;0;0;0;3
DECEIT;1;0;0;0;0;0;0;0;2
DECEITFUL;1;0;0;0;0;0;0;0;3
DECEITFULNESS;1;0;0;0;0;0;0;0;4
DECEIVE;1;0;0;0;0;0;0;0;2
DECEIVED;1;0;0;0;0;0;0;0;2
DECEIVES;1;0;0;0;0;0;0;0;2
DECEIVING;1;0;0;0;0;0;0;0;3
DECEPTION;1;0;0;0;0;0;0;0;3
DECEPTIONS;1;0;0;0;0;0;0;0;3
DECEPTIVE;1;0;0;0;0;0;0;0;3
DECEPTIVELY;1;0;0;0;0;0;0;0;4
DECLARANT;0;0;0;1;0;0;0;0;3
DECLINE;1;0;0;0;0;0;0;0;2
DECLINED;1;0;0;0;0;0;0;0;2
DECLINES;1;0;0;0;0;0;0;0;2
DECLINING;1;0;0;0;0;0;0;0;3
DECREE;0;0;0;1;0;0;0;0;2
DECREED;0;0;0;1;0;0;0;0;2
DECREEING;0;0;0;1;0;0;0;0;3
DECREES;0;0;0;1;0;0;0;0;2
DEFACE;1;0;0;0;0;0;0;0;2
DEFACED;1;0;0;0;0;0;0;0;2
DEFACEMENT;1;0;0;0;0;0;0;0;4
DEFALCATION;0;0;0;1;0;0;0;0;4
DEFALCATIONS;0;0;0;1;0;0;0;0;4
DEFAMATION;1;0;0;0;0;0;0;0;4
DEFAMATIONS;1;0;0;0;0;0;0;0;4
DEFAMATORY;1;0;0;0;0;0;0;0;5
DEFAME;1;0;0;0;0;0;0;0;2
DEFAMED;1;0;0;0;0;0;0;0;2
DEFAMES;1;0;0;0;0;0;0;0;3
DEFAMING;1;0;0;0;0;0;0;0;3
DEFAULT;1;0;0;0;0;0;0;0;2
DEFAULTED;1;0;0;0;0;0;0;0;3
DEFAULTING;1;0;0;0;0;0;0;0;3
DEFAULTS;1;0;0;0;0;0;0;0;2
DEFEASANCE;0;0;0;1;0;0;0;0;3
DEFEASANCES;0;0;0;1;0;0;0;0;4
DEFEASE;0;0;0;1;0;0;0;0;2
DEFEASED;0;0;0;1;0;0;0;0;2
DEFEASEMENT;0;0;0;1;0;0;0;0;0
DEFEASES;0;0;0;1;0;0;0;0;0
DEFEASING;0;0;0;1;0;0;0;0;3
DEFEAT;1;0;0;0;0;0;0;0;2
DEFEATED;1;0;0;0;0;0;0;0;3
DEFEATING;1;0;0;0;0;0;0;0;3
DEFEATS;1;0;0;0;0;0;0;0;2
DEFECT;1;0;0;0;0;0;0;0;2
DEFECTIVE;1;0;0;0;0;0;0;0;3
DEFECTIVELY;0;0;0;1;0;0;0;0;4
DEFECTS;1;0;0;0;0;0;0;0;2
DEFEND;1;0;0;0;0;0;0;0;2
DEFENDABLE;0;0;0;1;0;0;0;0;0
DEFENDANT;1;0;0;1;0;0;0;0;3
DEFENDANTS;1;0;0;1;0;0;0;0;3
DEFENDED;1;0;0;0;0;0;0;0;3
DEFENDING;1;0;0;0;0;0;0;0;3
DEFENDS;1;0;0;0;0;0;0;0;2
DEFENSIVE;1;0;0;0;0;0;0;0;3
DEFER;1;0;0;0;0;0;0;0;2
DEFERENCE;0;0;0;1;0;0;0;0;3
DEFICIENCIES;1;0;0;0;0;0;0;0;4
DEFICIENCY;1;0;0;0;0;0;0;0;4
DEFICIENT;1;0;0;0;0;0;0;0;3
DEFICIT;1;0;0;0;0;0;0;0;3
DEFICITS;1;0;0;0;0;0;0;0;3
DEFINITELY;0;0;0;0;1;0;0;0;4
DEFINITIVELY;0;0;0;0;1;0;0;0;5
DEFRAUD;1;0;0;0;0;0;0;0;2
DEFRAUDED;1;0;0;0;0;0;0;0;3
DEFRAUDING;1;0;0;0;0;0;0;0;3
DEFRAUDS;1;0;0;0;0;0;0;0;2
DEFUNCT;1;0;0;0;0;0;0;0;2
DEGRADATION;1;0;0;0;0;0;0;0;4
DEGRADATIONS;1;0;0;0;0;0;0;0;4
DEGRADE;1;0;0;0;0;0;0;0;2
DEGRADED;1;0;0;0;0;0;0;0;3
DEGRADES;1;0;0;0;0;0;0;0;2
DEGRADING;1;0;0;0;0;0;0;0;3
DELAY;1;0;0;0;0;0;0;0;2
DELAYED;1;0;0;0;0;0;0;0;2
DELAYING;1;0;0;0;0;0;0;0;4
DELAYS;1;0;0;0;0;0;0;0;2
DELEGABLE;0;0;0;1;0;0;0;0;4
DELEGATABLE;0;0;0;1;0;0;0;0;5
DELEGATEE;0;0;0;1;0;0;0;0;4
DELEGEES;0;0;0;1;0;0;0;0;3
DELETERIOUS;1;0;0;0;0;0;0;0;5
DELIBERATE;1;0;0;0;0;0;0;0;4
DELIBERATED;1;0;0;0;0;0;0;0;5
DELIBERATELY;1;0;0;0;0;0;0;0;5
DELIGHT;0;1;0;0;0;0;0;0;2
DELIGHTED;0;1;0;0;0;0;0;0;3
DELIGHTFUL;0;1;0;0;0;0;0;0;3
DELIGHTFULLY;0;1;0;0;0;0;0;0;4
DELIGHTING;0;1;0;0;0;0;0;0;3
DELIGHTS;0;1;0;0;0;0;0;0;2
DELINQUENCIES;1;0;0;0;0;0;0;0;4
DELINQUENCY;1;0;0;0;0;0;0;0;4
DELINQUENT;1;0;0;0;0;0;0;0;3
DELINQUENTLY;1;0;0;0;0;0;0;0;4
DELINQUENTS;1;0;0;0;0;0;0;0;3
DELIST;1;0;0;0;0;0;0;0;2
DELISTED;1;0;0;0;0;0;0;0;3
DELISTING;1;0;0;0;0;0;0;0;3
DELISTS;1;0;0;0;0;0;0;0;2
DEMISE;1;0;0;0;0;0;0;0;2
DEMISED;1;0;0;0;0;0;0;0;2
DEMISES;1;0;0;0;0;0;0;0;3
DEMISING;1;0;0;0;0;0;0;0;3
DEMOLISH;1;0;0;0;0;0;0;0;3
DEMOLISHED;1;0;0;0;0;0;0;0;3
DEMOLISHES;1;0;0;0;0;0;0;0;4
DEMOLISHING;1;0;0;0;0;0;0;0;4
DEMOLITION;1;0;0;0;0;0;0;0;4
DEMOLITIONS;1;0;0;0;0;0;0;0;4
DEMOTE;1;0;0;0;0;0;0;0;2
DEMOTED;1;0;0;0;0;0;0;0;3
DEMOTES;1;0;0;0;0;0;0;0;2
DEMOTING;1;0;0;0;0;0;0;0;3
DEMOTION;1;0;0;0;0;0;0;0;3
DEMOTIONS;1;0;0;0;0;0;0;0;3
DEMURRED;0;0;0;1;0;0;0;0;2
DEMURRER;0;0;0;1;0;0;0;0;3
DEMURRERS;0;0;0;1;0;0;0;0;3
DEMURRING;0;0;0;1;0;0;0;0;3
DEMURS;0;0;0;1;0;0;0;0;2
DENIAL;1;0;0;0;0;0;0;0;3
DENIALS;1;0;0;0;0;0;0;0;3
DENIED;1;0;0;0;0;0;0;0;2
DENIES;1;0;0;0;0;0;0;0;2
DENIGRATE;1;0;0;0;0;0;0;0;3
DENIGRATED;1;0;0;0;0;0;0;0;4
DENIGRATES;1;0;0;0;0;0;0;0;3
DENIGRATING;1;0;0;0;0;0;0;0;4
DENIGRATION;1;0;0;0;0;0;0;0;4
DENY;1;0;0;0;0;0;0;0;2
DENYING;1;0;0;0;0;0;0;0;3
DEPEND;0;0;1;0;0;1;1;0;2
DEPENDABILITY;0;1;0;0;0;0;0;0;6
DEPENDABLE;0;1;0;0;0;0;0;0;4
DEPENDANCE;0;0;0;0;0;0;1;0;3
DEPENDANCES;0;0;0;0;0;0;1;0;4
DEPENDANT;0;0;0;0;0;0;1;0;3
DEPENDED;0;0;1;0;0;1;0;0;3
DEPENDENCE;0;0;1;0;0;0;0;0;3
DEPENDENCIES;0;0;1;0;0;0;1;0;4
DEPENDENCY;0;0;1;0;0;0;0;0;4
DEPENDENT;0;0;1;0;0;0;1;0;3
DEPENDING;0;0;1;0;0;1;1;0;3
DEPENDS;0;0;1;0;0;1;1;0;2
DEPLETE;1;0;0;0;0;0;0;0;2
DEPLETED;1;0;0;0;0;0;0;0;3
DEPLETES;1;0;0;0;0;0;0;0;2
DEPLETING;1;0;0;0;0;0;0;0;3
DEPLETION;1;0;0;0;0;0;0;0;3
DEPLETIONS;1;0;0;0;0;0;0;0;3
DEPOSE;0;0;0;1;0;0;0;0;2
DEPOSED;0;0;0;1;0;0;0;0;2
DEPOSES;0;0;0;1;0;0;0;0;3
DEPOSING;0;0;0;1;0;0;0;0;3
DEPOSITION;0;0;0;1;0;0;0;0;4
DEPOSITIONAL;0;0;0;1;0;0;0;0;5
DEPOSITIONS;0;0;0;1;0;0;0;0;4
DEPRECATION;1;0;0;0;0;0;0;0;4
DEPRESS;1;0;0;0;0;0;0;0;2
DEPRESSED;1;0;0;0;0;0;0;0;2
DEPRESSES;1;0;0;0;0;0;0;0;3
DEPRESSING;1;0;0;0;0;0;0;0;3
DEPRIVATION;1;0;0;0;0;0;0;0;4
DEPRIVE;1;0;0;0;0;0;0;0;2
DEPRIVED;1;0;0;0;0;0;0;0;2
DEPRIVES;1;0;0;0;0;0;0;0;2
DEPRIVING;1;0;0;0;0;0;0;0;3
DERELICT;1;0;0;0;0;0;0;0;3
DERELICTION;1;0;0;0;0;0;0;0;4
DERIVATIVE;0;0;0;0;0;0;0;1;4
DERIVATIVES;0;0;0;0;0;0;0;1;4
DEROGATE;0;0;0;1;0;0;0;0;3
DEROGATED;0;0;0;1;0;0;0;0;4
DEROGATES;0;0;0;1;0;0;0;0;3
DEROGATING;0;0;0;1;0;0;0;0;4
DEROGATION;0;0;0;1;0;0;0;0;4
DEROGATIONS;0;0;0;1;0;0;0;0;4
DEROGATORY;1;0;0;0;0;0;0;0;5
DESIGNATOR;0;0;0;1;0;0;0;0;4
DESIRABLE;0;1;0;0;0;0;0;0;4
DESIRED;0;1;0;0;0;0;0;0;2
DESIST;0;0;0;1;0;0;0;0;2
DESPITE;0;1;0;0;0;0;0;0;2
DESTABILIZATION;1;0;0;0;0;0;0;0;6
DESTABILIZE;1;0;0;0;0;0;0;0;4
DESTABILIZED;1;0;0;0;0;0;0;0;4
DESTABILIZING;1;0;1;0;0;0;0;0;5
DESTINED;0;1;0;0;0;0;0;0;2
DESTROY;1;0;0;0;0;0;0;0;2
DESTROYED;1;0;0;0;0;0;0;0;2
DESTROYING;1;0;0;0;0;0;0;0;4
DESTROYS;1;0;0;0;0;0;0;0;2
DESTRUCTION;1;0;0;0;0;0;0;0;3
DESTRUCTIVE;1;0;0;0;0;0;0;0;3
DETAIN;1;0;0;0;0;0;0;0;2
DETAINED;1;0;0;0;0;0;0;0;2
DETAINER;0;0;0;1;0;0;0;0;3
DETENTION;1;0;0;0;0;0;0;0;3
DETENTIONS;1;0;0;0;0;0;0;0;3
DETER;1;0;0;0;0;0;0;0;2
DETERIORATE;1;0;0;0;0;0;0;0;5
DETERIORATED;1;0;0;0;0;0;0;0;6
DETERIORATES;1;0;0;0;0;0;0;0;5
DETERIORATING;1;0;0;0;0;0;0;0;6
DETERIORATION;1;0;0;0;0;0;0;0;6
DETERIORATIONS;1;0;0;0;0;0;0;0;6
DETERRED;1;0;0;0;0;0;0;0;2
DETERRENCE;1;0;0;0;0;0;0;0;3
DETERRENCES;1;0;0;0;0;0;0;0;4
DETERRENT;1;0;0;0;0;0;0;0;3
DETERRENTS;1;0;0;0;0;0;0;0;3
DETERRING;1;0;0;0;0;0;0;0;3
DETERS;1;0;0;0;0;0;0;0;2
DETRACT;1;0;0;0;0;0;0;0;2
DETRACTED;1;0;0;0;0;0;0;0;3
DETRACTING;1;0;0;0;0;0;0;0;3
DETRIMENT;1;0;0;0;0;0;0;0;3
DETRIMENTAL;1;0;0;0;0;0;0;0;4
DETRIMENTALLY;1;0;0;0;0;0;0;0;5
DETRIMENTS;1;0;0;0;0;0;0;0;3
DEVALUE;1;0;0;0;0;0;0;0;3
DEVALUED;1;0;0;0;0;0;0;0;3
DEVALUES;1;0;0;0;0;0;0;0;3
DEVALUING;1;0;0;0;0;0;0;0;4
DEVASTATE;1;0;0;0;0;0;0;0;3
DEVASTATED;1;0;0;0;0;0;0;0;4
DEVASTATING;1;0;0;0;0;0;0;0;4
DEVASTATION;1;0;0;0;0;0;0;0;4
DEVIATE;1;0;1;0;0;0;0;0;3
DEVIATED;1;0;1;0;0;0;0;0;4
DEVIATES;1;0;1;0;0;0;0;0;3
DEVIATING;1;0;1;0;0;0;0;0;4
DEVIATION;1;0;1;0;0;0;0;0;4
DEVIATIONS;1;0;1;0;0;0;0;0;4
DEVISEES;0;0;0;1;0;0;0;0;3
DEVOLVE;1;0;0;0;0;0;0;0;2
DEVOLVED;1;0;0;0;0;0;0;0;2
DEVOLVES;1;0;0;0;0;0;0;0;2
DEVOLVING;1;0;0;0;0;0;0;0;3
